playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
blasido01,1958,1,SLN,NL,143,547,71,150,19,10,2,36,20,5,57,47,2,1,2,1,14
bolgeji01,1958,1,CHN,NL,84,120,15,27,4,1,1,11,0,1,9,20,0,1,1,0,2
bollifr01,1958,1,DET,AL,154,610,91,164,25,4,14,75,6,4,54,54,1,4,4,9,9
bollimi01,1958,1,DET,AL,24,31,3,6,2,0,0,0,0,0,5,7,0,0,1,0,0
boonera01,1958,1,DET,AL,39,114,16,27,4,1,6,20,0,2,14,13,1,1,2,1,3
boonera01,1958,2,CHA,AL,77,246,25,60,12,1,7,41,1,1,18,33,1,1,1,3,6
borosst01,1958,1,DET,AL,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bouched01,1958,1,PHI,NL,89,334,55,86,19,5,9,39,1,0,51,74,4,0,3,1,10
bowmabo02,1958,1,PHI,NL,91,184,31,53,11,2,8,24,0,1,16,30,2,0,1,1,4
bowsfte01,1958,1,BOS,AL,17,26,2,4,0,0,0,1,0,0,0,9,0,0,0,0,0
boydbo01,1958,1,BAL,AL,125,401,58,124,21,5,7,36,1,1,25,24,1,2,1,3,5
boyerke01,1958,1,SLN,NL,150,570,101,175,21,9,23,90,11,6,49,53,8,3,1,8,15
brandja01,1958,1,SFN,NL,18,52,7,13,1,0,0,3,1,0,6,5,0,0,1,0,0
bressed01,1958,1,SFN,NL,66,137,19,36,5,3,0,8,0,1,14,22,1,0,3,0,2
breweto01,1958,1,BOS,AL,42,82,9,16,2,0,0,4,0,0,3,19,0,0,3,1,3
brickfr02,1958,1,NYA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bridgro01,1958,1,WS1,AL,116,377,38,99,14,3,5,28,0,3,27,32,1,3,2,2,16
briggjo01,1958,1,CHN,NL,20,35,3,9,1,1,0,6,0,0,0,14,0,0,1,0,1
brighha01,1958,1,PIT,NL,15,24,4,6,1,0,1,3,0,0,1,6,0,0,0,1,0
brododi01,1958,1,CLE,AL,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brosnji01,1958,1,CHN,NL,8,19,0,2,1,0,0,1,0,0,0,6,0,0,0,0,1
brosnji01,1958,2,SLN,NL,33,31,2,3,2,0,0,1,0,0,3,11,0,0,3,0,0
browndi01,1958,1,CLE,AL,68,173,20,41,5,0,7,20,1,0,14,27,1,3,2,1,3
brownha01,1958,1,BAL,AL,21,27,4,4,1,0,0,1,0,0,1,6,0,1,1,0,1
brutobi01,1958,1,ML1,NL,100,325,47,91,11,3,3,28,4,1,27,37,4,2,4,3,5
buddido01,1958,1,BOS,AL,136,497,74,118,25,2,12,43,0,4,82,106,1,4,9,2,13
buhlbo01,1958,1,ML1,NL,11,25,3,5,0,0,0,0,0,0,0,6,0,0,1,0,0
bunniji01,1958,1,DET,AL,36,75,7,14,2,0,0,3,0,0,3,24,0,0,6,0,3
burdele01,1958,1,ML1,NL,47,99,11,24,1,1,3,15,0,0,3,24,0,1,5,0,4
burgesm01,1958,1,CIN,NL,99,251,28,71,12,1,6,31,0,0,22,20,3,1,0,0,8
burkele02,1958,1,BAL,AL,7,11,4,5,1,0,1,4,0,0,1,2,0,0,0,0,0
burkma01,1958,1,PHI,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
burnewa01,1958,1,KC1,AL,12,6,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
burnspe01,1958,1,SFN,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burtoel01,1958,1,SLN,NL,8,30,5,7,0,1,2,4,0,1,3,8,0,1,0,0,1
busbyji01,1958,1,BAL,AL,113,215,32,51,7,2,3,19,6,4,24,37,0,3,1,2,2
buzhajo01,1958,1,CHN,NL,6,8,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
byerlbu01,1958,1,WS1,AL,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byerlbu01,1958,2,BOS,AL,18,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
callijo01,1958,1,CHA,AL,18,64,10,19,4,2,1,12,1,0,6,14,0,0,0,1,1
cardwdo01,1958,1,PHI,NL,16,38,0,8,2,0,0,3,0,0,0,11,0,0,1,0,0
careyan01,1958,1,NYA,AL,102,315,39,90,19,4,12,45,1,2,34,43,4,6,7,3,5
carrach01,1958,1,CLE,AL,49,156,14,40,6,0,2,21,0,0,14,12,1,0,3,0,4
carrach01,1958,2,KC1,AL,59,160,19,34,5,1,2,13,0,1,21,15,0,0,1,0,3
casalje01,1958,1,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cashno01,1958,1,CHA,AL,13,8,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
castlfo01,1958,1,BAL,AL,98,200,15,34,5,0,3,14,2,0,16,34,2,3,4,0,6
cepedor01,1958,1,SFN,NL,148,603,88,188,38,4,25,96,15,11,29,84,7,3,0,9,18
cervbo01,1958,1,KC1,AL,141,515,93,157,20,7,38,104,3,3,50,82,10,5,0,2,19
chitiha01,1958,1,KC1,AL,103,295,32,79,11,3,9,44,3,2,18,48,4,3,5,6,7
chittne01,1958,1,SLN,NL,13,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
chrisne01,1958,1,WS1,AL,105,233,19,50,7,4,5,26,1,3,16,18,2,0,2,0,6
churnch01,1958,1,CLE,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cicotal01,1958,1,WS1,AL,9,10,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
cicotal01,1958,2,DET,AL,15,17,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0
cimolgi01,1958,1,LAN,NL,109,325,35,80,6,3,9,27,3,3,18,49,0,3,6,0,16
clarkph01,1958,1,SLN,NL,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
clemero01,1958,1,PIT,NL,140,519,69,150,24,10,6,50,8,2,31,41,1,0,3,3,15
clevete01,1958,1,WS1,AL,55,22,1,3,0,1,0,0,0,0,2,12,0,0,2,0,0
cokerji01,1958,1,PHI,NL,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
colavro01,1958,1,CLE,AL,143,489,80,148,26,3,41,113,0,2,84,89,6,2,0,3,16
colesch01,1958,1,CIN,NL,5,11,0,2,1,0,0,2,0,0,2,6,0,0,0,0,0
colluja01,1958,1,LAN,NL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conlebo01,1958,1,PHI,NL,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
conlege01,1958,1,ML1,NL,26,16,2,3,0,0,1,2,0,0,0,4,0,0,0,0,0
consobi01,1958,1,BOS,AL,46,72,13,9,2,1,0,5,0,0,6,14,0,0,0,0,3
constji01,1958,1,SFN,NL,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
constji01,1958,2,CLE,AL,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
constji01,1958,3,WS1,AL,15,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
courtcl01,1958,1,WS1,AL,134,450,46,113,18,0,8,62,1,5,48,23,3,9,3,5,11
covinwe01,1958,1,ML1,NL,90,294,43,97,12,1,24,74,0,0,20,35,7,5,3,2,7
coxgl01,1958,1,KC1,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
craddwa01,1958,1,KC1,AL,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
craigro01,1958,1,LAN,NL,9,9,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
crandde01,1958,1,ML1,NL,131,427,50,116,23,1,18,63,4,1,48,38,18,4,2,4,14
cronera01,1958,1,SFN,NL,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crowege01,1958,1,CIN,NL,111,345,31,95,12,5,7,61,1,0,41,51,3,0,1,5,7
cunnijo01,1958,1,SLN,NL,131,337,61,105,20,3,12,57,4,4,82,23,3,3,1,1,9
daleybu01,1958,1,KC1,AL,26,16,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
daleype01,1958,1,BOS,AL,27,56,10,18,2,1,2,8,0,0,7,11,1,0,1,0,3
daniebe02,1958,1,PIT,NL,8,8,1,1,0,0,0,2,0,0,0,5,0,0,0,0,0
darkal01,1958,1,SLN,NL,18,64,7,19,0,0,1,5,0,0,2,6,0,0,0,0,3
darkal01,1958,2,CHN,NL,114,464,54,137,16,4,3,43,1,1,29,23,1,5,2,6,13
davenji01,1958,1,SFN,NL,134,434,70,111,22,3,12,41,1,3,33,64,0,7,17,2,4
davisbo01,1958,1,KC1,AL,8,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
delgrbo01,1958,1,NYA,AL,12,5,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
delocik01,1958,1,BOS,AL,31,48,1,3,1,0,0,0,0,0,3,20,0,0,5,0,0
demaejo01,1958,1,KC1,AL,139,442,32,97,11,1,6,38,1,0,16,84,1,1,6,3,14
demerjo01,1958,1,ML1,NL,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
demetdo01,1958,1,LAN,NL,43,106,11,20,2,0,5,8,2,3,5,32,0,0,1,0,0
dicksmu01,1958,1,KC1,AL,28,35,2,9,0,0,1,1,0,0,1,5,0,1,2,0,0
dicksmu01,1958,2,NYA,AL,6,7,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
ditmaar01,1958,1,NYA,AL,38,44,8,11,0,0,0,5,0,0,2,10,0,0,2,0,3
dobyla01,1958,1,CLE,AL,89,247,41,70,10,1,13,45,0,2,26,49,2,0,0,3,7
donovdi01,1958,1,CHA,AL,34,80,5,9,0,0,0,1,0,0,10,33,0,2,2,0,0
dottedu01,1958,1,CIN,NL,11,28,1,7,1,0,1,2,0,0,2,4,0,0,0,0,0
drabomo01,1958,1,CHN,NL,22,45,3,7,1,0,0,3,0,0,0,11,0,0,3,0,0
dropowa01,1958,1,CHA,AL,28,52,3,10,1,0,2,8,0,0,5,11,0,1,0,1,3
dropowa01,1958,2,CIN,NL,63,162,18,47,7,2,7,31,0,0,12,31,0,1,0,4,7
drottdi01,1958,1,CHN,NL,39,55,6,15,0,0,0,6,0,0,3,18,0,0,1,0,0
drysddo01,1958,1,LAN,NL,47,66,9,15,1,1,7,12,0,0,3,25,0,0,3,0,0
durenry01,1958,1,NYA,AL,44,13,0,1,0,0,0,1,0,0,3,8,0,1,4,0,0
duserca01,1958,1,KC1,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ellswdi01,1958,1,CHN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
elstodo01,1958,1,CHN,NL,69,14,1,5,0,0,0,0,0,0,0,2,0,0,1,0,0
ennisde01,1958,1,SLN,NL,106,329,22,86,18,1,3,47,0,1,15,35,3,1,0,7,17
erickdo01,1958,1,PHI,NL,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ernagfr01,1958,1,CHN,NL,9,8,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
erskica01,1958,1,LAN,NL,32,27,1,1,0,0,0,0,0,0,1,8,0,0,1,0,0
espossa01,1958,1,CHA,AL,98,81,16,20,3,0,0,3,1,1,12,6,1,2,2,0,1
essegch01,1958,1,PHI,NL,39,114,15,28,5,2,5,16,0,0,12,34,0,0,2,0,2
facero01,1958,1,PIT,NL,57,7,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
fairlro01,1958,1,LAN,NL,15,53,6,15,1,0,2,8,0,0,6,7,0,0,0,1,1
farretu01,1958,1,PHI,NL,54,24,1,5,0,0,0,1,0,0,1,11,0,0,0,0,0
felleja01,1958,1,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fernach01,1958,1,PHI,NL,148,522,38,120,18,5,6,51,12,6,37,48,3,2,10,7,15
ferrado01,1958,1,CLE,AL,28,26,1,3,0,0,0,0,0,1,1,4,0,0,0,0,0
finigji01,1958,1,SFN,NL,23,25,3,5,2,0,0,1,0,0,3,5,1,1,0,0,1
fischbi01,1958,1,CHA,AL,17,7,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
fischbi01,1958,2,DET,AL,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
fischbi01,1958,3,WS1,AL,3,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
fitzged01,1958,1,WS1,AL,58,114,7,30,3,0,0,11,0,0,8,15,0,0,1,1,8
fitzgjo03,1958,1,SFN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
flanito01,1958,1,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floodcu01,1958,1,SLN,NL,121,422,50,110,17,2,10,41,2,12,31,56,1,4,4,0,17
fodgege01,1958,1,CHN,NL,16,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
foileha01,1958,1,PIT,NL,104,264,31,54,10,2,8,30,0,1,45,53,10,1,3,1,4
fondyde01,1958,1,CIN,NL,89,124,23,27,1,1,1,11,7,1,5,27,0,0,1,1,1
fordwh01,1958,1,NYA,AL,30,73,10,15,1,0,0,2,0,0,5,10,0,1,5,0,1
fornimi01,1958,1,BOS,AL,37,29,2,6,0,0,0,1,0,0,0,5,0,0,0,0,1
foxne01,1958,1,CHA,AL,155,623,82,187,21,6,0,49,5,6,47,11,5,11,12,5,13
foytapa01,1958,1,DET,AL,39,75,5,18,2,0,0,9,1,0,6,20,0,0,7,0,1
francti01,1958,1,CHA,AL,41,128,10,33,3,2,1,10,2,3,14,24,1,0,0,0,4
francti01,1958,2,DET,AL,45,69,11,17,5,0,0,10,0,0,15,16,3,0,0,0,2
freemhe01,1958,1,CIN,NL,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
freemhe01,1958,2,CHN,NL,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freesge02,1958,1,PIT,NL,17,18,1,3,0,0,1,2,0,0,1,2,0,0,0,0,1
freesge02,1958,2,SLN,NL,62,191,28,49,11,1,6,16,1,1,10,32,0,0,1,0,1
fridlji01,1958,1,CIN,NL,5,9,2,2,2,0,0,1,0,0,0,2,0,0,0,0,0
frienbo01,1958,1,PIT,NL,38,94,3,10,2,0,0,6,0,0,4,28,0,0,10,1,1
furilca01,1958,1,LAN,NL,122,411,54,119,19,3,18,83,0,2,35,28,2,2,4,7,15
gablega01,1958,1,CHN,NL,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
garcimi01,1958,1,CLE,AL,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gardnbi02,1958,1,BAL,AL,151,560,32,126,28,2,3,33,2,3,34,53,4,3,6,4,11
garvene01,1958,1,KC1,AL,31,69,5,12,3,0,0,1,0,0,6,16,0,0,4,0,3
geigega01,1958,1,CLE,AL,91,195,28,45,3,1,1,6,2,2,27,43,0,3,2,2,1
gentiji01,1958,1,LAN,NL,12,30,0,4,1,0,0,4,0,0,4,6,1,0,0,0,1
gernedi01,1958,1,BOS,AL,122,431,59,102,19,1,20,69,2,0,59,78,4,2,2,2,16
giallbo01,1958,1,LAN,NL,8,6,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0
gielpa01,1958,1,SFN,NL,29,27,0,2,0,0,0,1,0,0,1,8,0,1,4,0,0
gilliji01,1958,1,LAN,NL,147,555,81,145,25,5,2,43,18,11,78,22,1,0,3,0,5
ginsbjo01,1958,1,BAL,AL,61,109,4,23,1,0,3,16,0,0,13,14,1,2,0,2,0
gomezru01,1958,1,SFN,NL,48,70,8,14,4,0,0,6,1,0,1,10,0,0,4,0,2
goodmbi01,1958,1,CHA,AL,116,425,41,127,15,5,0,40,1,0,37,21,1,2,3,4,10
gormato02,1958,1,KC1,AL,50,17,1,2,1,0,0,0,0,0,0,10,0,0,0,0,1
goryljo01,1958,1,CHN,NL,83,219,27,53,9,3,4,14,0,1,27,34,2,2,2,0,14
grabero01,1958,1,CLE,AL,4,8,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
graffmi01,1958,1,KC1,AL,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grammal01,1958,1,CIN,NL,105,216,25,47,8,0,0,12,2,2,34,24,1,2,7,0,6
grantmu01,1958,1,CLE,AL,54,66,4,5,3,0,0,5,0,0,2,17,0,0,4,0,2
graydi01,1958,1,LAN,NL,58,197,25,49,5,6,9,30,1,1,19,30,0,4,1,0,6
grayjo01,1958,1,PHI,NL,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenge01,1958,1,SLN,NL,137,442,47,124,18,3,13,55,2,1,37,48,4,1,2,7,24
greenle01,1958,1,BAL,AL,69,91,10,21,4,0,0,4,0,2,9,10,0,0,1,1,1
griggha01,1958,1,WS1,AL,32,41,1,5,1,1,0,3,0,1,0,21,0,0,2,1,0
grimbo01,1958,1,NYA,AL,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
grimbo01,1958,2,KC1,AL,26,32,2,6,0,0,0,2,0,0,1,8,0,0,3,0,0
grissma01,1958,1,SFN,NL,51,9,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1
groatdi01,1958,1,PIT,NL,151,584,67,175,36,9,3,66,2,2,23,32,7,4,6,5,21
grossdo01,1958,1,PIT,NL,40,18,1,1,0,0,0,2,0,0,1,5,0,0,1,0,0
grothjo01,1958,1,DET,AL,88,146,24,41,5,2,2,11,0,1,13,19,0,0,2,0,4
haased01,1958,1,ML1,NL,9,14,2,5,0,0,0,1,0,0,2,1,0,0,0,0,0
hackewa02,1958,1,PHI,NL,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
haddiha01,1958,1,CIN,NL,42,61,11,11,4,0,1,1,0,0,8,18,0,0,6,0,0
hadleke01,1958,1,KC1,AL,3,11,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0
halebo01,1958,1,BAL,AL,19,20,2,7,2,0,0,3,0,0,2,1,0,0,0,0,2
hallbi02,1958,1,PIT,NL,51,116,15,33,6,0,1,15,0,0,15,13,8,0,0,0,2
hamnegr01,1958,1,PHI,NL,35,133,18,40,7,3,2,18,0,0,8,16,0,0,3,0,8
hamribe01,1958,1,BAL,AL,8,8,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
hanebha01,1958,1,ML1,NL,63,133,14,25,3,0,4,10,0,1,13,9,2,2,2,0,5
hansero02,1958,1,BAL,AL,12,19,1,0,0,0,0,1,0,0,0,7,0,1,1,1,0
hardyca01,1958,1,CLE,AL,27,49,10,10,3,0,1,6,1,2,6,14,0,1,1,1,0
harrebi01,1958,1,CLE,AL,101,229,36,50,4,0,7,19,12,2,15,36,2,2,1,1,3
harriga01,1958,1,DET,AL,134,451,63,123,18,8,20,83,1,2,36,60,3,4,1,6,10
harshja01,1958,1,BAL,AL,47,82,11,16,1,0,6,14,0,0,17,22,0,0,1,1,2
hatfifr01,1958,1,CLE,AL,3,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
hatfifr01,1958,2,CIN,NL,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haydele01,1958,1,CIN,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hazlebo01,1958,1,ML1,NL,20,56,6,10,0,0,0,5,0,0,9,4,0,1,0,0,0
hazlebo01,1958,2,DET,AL,43,58,5,14,2,0,2,5,0,0,5,13,0,0,0,0,0
hearnji01,1958,1,PHI,NL,39,14,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
heganji01,1958,1,DET,AL,45,130,14,25,6,0,1,7,0,0,10,32,1,0,0,0,5
heganji01,1958,2,PHI,NL,25,59,5,13,6,0,0,6,0,0,4,16,0,0,0,0,0
heldwo01,1958,1,KC1,AL,47,131,13,28,2,0,4,16,0,1,10,28,0,2,2,2,5
heldwo01,1958,2,CLE,AL,67,144,12,28,4,1,3,17,1,2,15,36,0,4,1,2,4
hemusso01,1958,1,PHI,NL,105,334,53,95,14,3,8,36,3,1,51,34,6,8,6,2,4
henribo01,1958,1,CIN,NL,5,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
henrybi01,1958,1,CHN,NL,44,17,2,4,1,0,0,1,0,0,2,6,0,0,0,0,0
herbera01,1958,1,KC1,AL,42,52,4,10,3,0,0,2,0,0,5,12,0,0,2,0,1
herrepa01,1958,1,PHI,NL,29,63,5,17,3,0,1,6,1,2,7,15,0,1,0,1,2
herzowh01,1958,1,WS1,AL,8,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
herzowh01,1958,2,KC1,AL,88,96,11,23,1,2,0,9,0,3,16,21,1,0,0,1,0
hillmda01,1958,1,CHN,NL,32,41,4,6,2,0,0,3,0,0,0,20,0,0,2,0,0
hoakdo01,1958,1,CIN,NL,114,417,51,109,30,0,6,50,6,8,43,36,4,2,3,1,11
hobbigl01,1958,1,CHN,NL,55,48,3,7,0,0,0,1,0,0,1,26,0,0,1,1,2
hodgegi01,1958,1,LAN,NL,141,475,68,123,15,1,22,64,8,2,52,87,3,0,2,3,15
hoeftbi01,1958,1,DET,AL,43,44,10,12,0,2,0,5,0,0,4,11,0,0,1,1,1
hookja01,1958,1,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housefr03,1958,1,KC1,AL,76,202,16,51,6,3,4,24,1,0,12,13,2,1,1,2,9
howarel01,1958,1,NYA,AL,103,376,45,118,19,5,11,66,1,1,22,60,6,0,4,4,9
howarfr01,1958,1,LAN,NL,8,29,3,7,1,0,1,2,0,0,1,11,0,0,0,0,1
howeldi01,1958,1,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huntebi03,1958,1,KC1,AL,22,58,6,9,1,1,2,11,1,1,5,7,0,0,3,0,1
huntebi03,1958,2,CLE,AL,76,190,21,37,10,2,0,9,4,1,17,37,1,1,5,1,3
hydedi01,1958,1,WS1,AL,53,18,1,0,0,0,0,0,0,0,2,7,0,0,3,0,2
jablora01,1958,1,SFN,NL,82,230,28,53,15,1,12,46,2,0,17,50,2,2,0,2,11
jacksla01,1958,1,SLN,NL,50,60,4,9,1,0,0,2,0,1,1,20,0,0,2,0,2
jackslo01,1958,1,CHN,NL,24,35,5,6,2,1,1,6,0,1,1,9,0,0,0,0,1
jacksra01,1958,1,LAN,NL,35,65,8,12,3,0,1,4,0,0,5,10,1,0,0,0,3
jacksra01,1958,2,CLE,AL,29,91,7,22,3,1,4,13,0,0,3,18,0,0,0,0,3
jacksro01,1958,1,CHA,AL,61,146,19,34,4,0,7,21,2,0,18,46,0,2,0,1,4
jamesjo01,1958,1,NYA,AL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jayjo01,1958,1,ML1,NL,18,32,0,3,0,0,0,0,0,0,4,16,0,0,1,0,1
