playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
clarkwa02,1936,1,BRO,NL,7,11,33,16,1,1,2,360,162,59,11,28,28,0.31,4.43,,1,0,0,548,7,73,,,
coffmdi01,1936,1,NY1,NL,7,5,42,2,0,0,7,305,119,44,7,23,26,0.29,3.9,,3,2,0,437,24,53,,,
cohensy01,1936,1,WS1,AL,0,2,19,1,0,0,1,108,44,21,4,14,21,0.3,5.25,,1,3,2,165,10,27,,,
coppohe01,1936,1,WS1,AL,0,0,6,0,0,0,1,42,17,7,1,12,2,0.31,4.5,,2,0,0,69,3,9,,,
coxbi01,1936,1,SLN,NL,0,0,2,0,0,0,0,8,4,2,0,1,1,0.33,6.75,,0,0,0,15,1,5,,,
crowdal01,1936,1,DET,AL,4,3,9,7,1,0,0,132,64,41,5,21,10,0.34,8.39,,2,0,0,211,1,42,,,
daviscu01,1936,1,PHI,NL,2,4,10,8,3,0,0,181,71,31,6,19,18,0.29,4.62,,1,1,0,268,2,37,,,
daviscu01,1936,2,CHN,NL,11,9,24,20,10,0,1,459,146,51,11,31,52,0.25,3,,2,1,0,619,3,60,,,
davispe01,1936,1,CIN,NL,8,8,26,15,5,0,5,377,139,50,7,36,32,0.28,3.58,,2,2,0,545,10,62,,,
deandi01,1936,1,SLN,NL,24,13,51,34,28,2,11,945,310,111,21,53,195,0.25,3.17,,4,3,0,1303,17,128,,,
deanpa01,1936,1,SLN,NL,5,5,17,14,5,0,1,276,113,47,3,20,28,0.3,4.6,,0,1,1,406,3,57,,,
derripa01,1936,1,CIN,NL,19,19,51,37,13,2,5,847,331,126,11,42,121,0.28,4.02,,6,4,2,1207,10,147,,,
deshoji01,1936,1,WS1,AL,18,10,34,31,16,2,2,671,255,115,11,96,59,0.28,4.63,,8,3,1,1003,3,135,,,
dickmem01,1936,1,BOS,AL,0,0,1,0,0,0,0,3,2,1,0,1,2,0.4,9,,1,0,0,6,1,2,,,
dietrbi01,1936,1,PHA,AL,4,6,21,4,0,0,3,215,91,52,4,40,34,0.3,6.53,,4,0,0,344,13,55,,,
dietrbi01,1936,2,WS1,AL,0,1,5,0,0,0,0,25,13,9,0,6,4,0.35,9.72,,0,0,0,44,2,11,,,
dietrbi01,1936,3,CHA,AL,4,4,14,11,6,1,0,248,93,43,8,36,39,0.28,4.68,,2,1,0,368,1,50,,,
dollar01,1936,1,BSN,NL,0,1,1,1,0,0,0,24,11,3,1,2,2,0.35,3.38,,0,1,0,35,0,3,,,
doyleca01,1936,1,PHA,AL,0,3,8,6,1,0,0,116,66,47,4,29,12,0.36,10.94,,7,5,2,214,2,53,,,
earnsge01,1936,1,BRO,NL,4,9,19,13,4,1,1,279,113,55,7,30,40,0.29,5.32,,1,3,0,418,4,63,,,
earnsge01,1936,2,SLN,NL,2,1,20,6,1,0,1,173,80,41,4,20,28,0.33,6.4,,2,3,0,267,7,43,,,
eisenha01,1936,1,BRO,NL,1,2,5,2,1,0,0,43,22,9,1,6,5,0.34,5.65,,0,0,0,71,2,17,,,
evansre01,1936,1,CHA,AL,0,3,17,0,0,0,1,142,70,40,4,22,19,0.33,7.61,,1,0,0,238,12,46,,,
fellebo01,1936,1,CLE,AL,5,3,14,8,5,0,1,186,52,23,1,47,76,0.22,3.34,,8,4,3,279,5,29,,,
ferrewe01,1936,1,BOS,AL,20,15,39,38,28,3,0,903,330,140,11,119,106,0.27,4.19,,3,6,0,1341,1,160,,,
finkhe01,1936,1,PHA,AL,8,16,34,24,9,0,3,566,222,113,18,78,53,0.29,5.39,,2,0,2,849,7,126,,,
fitzsfr01,1936,1,NY1,NL,10,7,28,17,7,0,2,423,147,52,6,39,35,0.27,3.32,,1,0,0,587,9,58,,,
flythst01,1936,1,PHA,AL,0,0,17,3,0,0,0,118,49,57,4,61,14,0.3,13.04,,16,3,1,229,9,63,,,
fordbi01,1936,1,BSN,NL,0,0,1,0,0,0,0,0,0,2,0,3,0,,,,0,0,0,3,0,2,,,
fordge02,1936,1,BSN,NL,0,0,1,0,0,0,0,6,2,1,0,0,0,0.25,4.5,,0,0,0,8,0,1,,,
frankfr02,1936,1,BRO,NL,13,10,41,31,9,1,2,703,236,95,18,89,84,0.25,3.65,,4,3,0,1026,9,112,,,
freitto01,1936,1,CIN,NL,0,2,4,0,0,0,0,21,6,1,0,2,1,0.24,1.29,,0,0,0,28,1,2,,,
frencla01,1936,1,CHN,NL,18,9,43,28,16,4,3,757,262,95,16,54,104,0.26,3.39,,1,6,0,1055,8,103,,,
freybe01,1936,1,CIN,NL,10,8,31,12,5,0,0,394,164,62,5,30,20,0.29,4.25,,1,0,0,589,12,73,,,
gablefr01,1936,1,NY1,NL,9,8,43,14,5,0,6,485,170,56,11,34,46,0.27,3.12,,1,3,0,668,21,62,,,
galatmi01,1936,1,CLE,AL,0,0,1,0,0,0,0,18,7,3,0,5,3,0.29,4.5,,0,0,0,29,1,3,,,
galehde01,1936,1,CLE,AL,8,7,36,15,5,0,1,445,161,80,5,68,71,0.28,4.85,,4,2,1,654,11,86,,,
gomezle01,1936,1,NYA,AL,13,7,31,30,10,0,0,566,184,92,6,122,105,0.25,4.39,,2,1,0,858,1,104,,,
grissle01,1936,1,CIN,NL,1,1,6,4,0,0,0,73,33,17,1,9,13,0.32,6.29,,1,0,0,113,1,18,,,
grovele01,1936,1,BOS,AL,17,12,35,30,22,6,2,760,237,79,14,65,130,0.24,2.81,,0,4,0,1049,3,90,,,
gumbeha01,1936,1,NY1,NL,11,3,39,15,3,0,0,422,157,61,7,54,52,0.28,3.9,,4,2,0,621,10,77,,,
gumpera01,1936,1,PHA,AL,1,2,22,3,2,0,2,187,74,33,2,32,9,0.29,4.76,,1,0,1,286,12,42,,,
hadlebu01,1936,1,NYA,AL,14,4,31,17,8,1,1,521,194,84,12,89,74,0.28,4.35,,8,1,0,780,8,97,,,
haineje01,1936,1,SLN,NL,7,5,25,9,4,0,1,298,110,43,4,21,19,0.28,3.9,,3,1,0,418,9,44,,,
hallabi01,1936,1,SLN,NL,2,2,9,6,1,0,0,111,58,26,4,17,16,0.36,6.32,,2,0,1,180,1,28,,,
hallabi01,1936,2,CIN,NL,5,9,23,19,5,2,0,405,150,65,3,57,32,0.28,4.33,,9,1,0,598,1,78,,,
hardeme01,1936,1,CLE,AL,15,15,36,30,13,0,1,674,294,129,13,71,84,0.31,5.17,,4,6,0,1031,6,155,,,
harrihe01,1936,1,PHI,NL,0,0,4,0,0,0,0,21,14,8,0,5,0,0.43,10.29,,0,1,0,39,3,8,,,
henryji01,1936,1,BOS,AL,5,1,21,8,2,0,0,229,75,39,10,40,36,0.25,4.6,,1,2,1,340,4,43,,,
henshro01,1936,1,CHN,NL,6,5,39,14,6,2,1,388,152,57,8,56,69,0.29,3.97,,2,5,0,585,10,67,,,
heussed01,1936,1,SLN,NL,7,3,42,3,0,0,3,313,130,63,6,38,26,0.31,5.43,,6,4,0,473,14,73,,,
hilchwh01,1936,1,CIN,NL,1,2,14,1,0,0,0,105,44,24,3,14,10,0.29,6.17,,0,1,0,163,8,31,,,
hildeor01,1936,1,CLE,AL,10,11,36,21,9,0,4,524,197,95,10,83,65,0.28,4.9,,2,4,0,796,12,107,,,
hogsech01,1936,1,DET,AL,0,1,3,0,0,0,0,12,8,4,1,1,1,0.4,9,,0,0,0,22,2,7,,,
hogsech01,1936,2,SLA,AL,13,15,39,29,10,0,1,646,278,132,15,90,67,0.31,5.52,,7,15,0,1009,4,153,,,
hollial01,1936,1,CIN,NL,9,10,29,25,9,0,0,552,204,85,4,66,76,0.28,4.16,,1,5,1,809,2,97,,,
hoytwa01,1936,1,PIT,NL,7,5,22,9,6,0,1,350,115,35,5,20,37,0.25,2.7,,0,3,0,483,10,44,,,
hubbeca01,1936,1,NY1,NL,26,6,42,34,25,3,3,912,265,78,7,57,123,0.23,2.31,,3,5,0,1202,6,81,,,
hudliwi01,1936,1,CLE,AL,1,5,27,7,1,0,0,192,112,64,1,31,20,0.39,9,,3,2,0,325,5,74,,,
jakucsi01,1936,1,SLA,AL,0,3,7,2,0,0,0,62,32,20,2,12,9,0.34,8.71,,1,1,0,108,3,22,,,
jeffcge01,1936,1,BRO,NL,5,6,40,5,3,0,3,287,84,48,7,63,46,0.23,4.52,,2,8,2,432,18,58,,,
johnsha01,1936,1,PHA,AL,0,2,3,3,0,0,0,35,16,10,4,10,6,0.29,7.71,,0,1,0,65,0,16,,,
johnssi01,1936,1,CIN,NL,0,0,2,0,0,0,0,12,7,6,1,0,2,0.36,13.5,,1,0,0,19,2,6,,,
johnssi01,1936,2,SLN,NL,5,3,12,9,3,1,0,185,82,30,4,11,21,0.31,4.38,,0,1,0,275,3,30,,,
johnssy01,1936,1,PHI,NL,5,7,39,8,1,0,7,333,129,53,10,29,48,0.28,4.3,,1,3,0,485,19,60,,,
jorgeor01,1936,1,PHI,NL,8,8,39,21,4,0,0,502,196,89,16,69,58,0.29,4.79,,7,7,0,765,6,110,,,
kardopa01,1936,1,CLE,AL,0,0,2,0,0,0,0,6,1,1,0,2,0,0.16,4.5,,0,0,0,9,2,1,,,
kelleha01,1936,1,PHA,AL,15,12,35,27,20,1,3,706,250,101,21,75,82,0.27,3.86,,8,2,0,1002,8,112,,,
kelleha02,1936,1,PHI,NL,0,5,14,4,1,0,0,132,60,26,2,29,13,0.33,5.32,,1,3,0,217,6,38,,,
kenneve01,1936,1,CHA,AL,21,9,35,34,20,1,0,823,282,141,13,147,99,0.26,4.63,,8,3,0,1214,1,167,,,
kimbeha01,1936,1,SLA,AL,0,0,13,0,0,0,0,60,24,12,3,16,4,0.29,5.4,,1,0,0,98,9,13,,,
kimsech01,1936,1,DET,AL,2,3,22,0,0,0,3,156,58,28,2,29,11,0.28,4.85,,6,1,0,238,17,36,,,
kleinte01,1936,1,NYA,AL,1,1,19,0,0,0,1,88,36,19,0,23,10,0.3,5.83,,1,0,0,145,10,25,,,
knottja01,1936,1,SLA,AL,9,17,47,23,9,0,6,578,272,156,15,93,60,0.33,7.29,,11,4,2,929,16,174,,,
kowalfa01,1936,1,CHN,NL,0,2,6,0,0,0,1,48,24,12,1,7,1,0.35,6.75,,1,0,0,75,4,12,,,
kowalfa01,1936,2,PHI,NL,1,5,22,8,2,0,0,231,100,46,5,31,19,0.3,5.38,,1,2,0,365,9,57,,,
kowalfa01,1936,3,BSN,NL,0,1,1,1,1,0,0,27,18,8,0,2,0,0.41,8,,0,0,0,47,0,8,,,
lannijo01,1936,1,BSN,NL,7,11,28,20,3,1,0,459,154,62,9,55,33,0.26,3.65,,3,0,1,649,5,75,,,
lawsoro01,1936,1,DET,AL,8,6,41,8,3,0,3,384,139,78,13,71,34,0.28,5.48,,3,4,0,578,16,87,,,
leebi02,1936,1,CHN,NL,18,11,43,33,20,4,1,776,238,95,14,93,102,0.24,3.31,,6,3,0,1081,4,106,,,
leeth01,1936,1,CLE,AL,3,5,43,8,2,0,3,381,138,69,2,67,49,0.27,4.89,,3,2,2,584,13,86,,,
leonadu02,1936,1,BRO,NL,0,0,16,0,0,0,1,96,34,13,2,5,8,0.26,3.66,,1,0,0,139,9,18,,,
liebedu01,1936,1,PHA,AL,0,1,3,0,0,0,0,35,17,10,0,6,1,0.36,7.71,,0,0,0,54,0,11,,,
liebhgl02,1936,1,SLA,AL,0,0,24,0,0,0,0,166,98,54,4,27,20,0.37,8.78,,2,2,0,291,12,58,,,
linkeed01,1936,1,WS1,AL,1,5,13,6,1,0,0,156,73,41,4,14,11,0.33,7.1,,3,0,0,240,4,46,,,
lisenho01,1936,1,PHA,AL,1,7,19,7,4,0,0,257,115,59,9,24,17,0.32,6.2,,1,0,0,387,10,69,,,
lucasre01,1936,1,PIT,NL,15,4,27,22,12,0,0,527,178,62,7,26,53,0.25,3.18,,1,3,0,729,5,70,,,
lyonste01,1936,1,CHA,AL,10,13,26,24,15,1,0,546,227,104,21,45,48,0.3,5.14,,1,3,0,804,2,115,,,
macfada01,1936,1,BSN,NL,17,13,37,31,21,2,0,800,268,85,5,66,86,0.25,2.87,,4,5,0,1114,3,97,,,
mahafro01,1936,1,SLA,AL,2,6,21,9,1,0,1,180,82,54,6,40,13,0.31,8.1,,5,1,0,304,5,62,,,
malonpa02,1936,1,NYA,AL,12,4,35,9,5,0,9,404,144,57,4,60,72,0.27,3.81,,5,4,0,604,25,60,,,
marbefi01,1936,1,NY1,NL,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,0,,0,0,0,3,0,1,,,
marbefi01,1936,2,WS1,AL,0,2,5,1,0,0,0,42,11,6,2,3,4,0.2,3.86,,0,1,0,58,3,7,,,
marcujo01,1936,1,BOS,AL,8,13,31,23,9,1,1,522,194,93,14,52,57,0.28,4.81,,3,0,1,750,7,100,,,
martipe01,1936,1,SLN,NL,0,0,1,0,0,0,0,6,1,0,0,2,0,0.2,0,,0,0,0,7,1,0,,,
matuzha01,1936,1,PHA,AL,0,1,6,1,0,0,0,45,21,12,0,4,8,0.31,7.2,,1,0,0,71,3,14,,,
mccloji01,1936,1,BSN,NL,0,0,4,1,0,0,0,24,14,10,1,3,2,0.37,11.25,,0,1,0,42,2,10,,,
mcgeebi01,1936,1,SLN,NL,1,1,7,2,0,0,0,48,23,14,3,4,8,0.35,7.88,,2,0,0,70,1,14,,,
meolami01,1936,1,SLA,AL,0,1,9,0,0,0,0,58,29,20,0,13,6,0.35,9.31,,1,1,0,95,6,20,,,
meolami01,1936,2,BOS,AL,0,2,6,3,1,0,1,64,29,13,0,10,8,0.32,5.48,,1,1,0,105,2,17,,,
milnaal01,1936,1,CLE,AL,1,2,4,3,1,0,0,66,26,18,0,18,9,0.28,7.36,,1,0,0,111,0,20,,,
moorede01,1936,1,CIN,NL,0,0,2,1,0,0,0,21,3,0,0,2,3,0.12,0,,0,0,0,27,1,1,,,
mooreeu01,1936,1,PHI,NL,2,3,20,5,1,0,1,163,76,42,4,12,19,0.31,6.96,,2,1,0,259,10,50,,,
moorewh01,1936,1,CIN,NL,1,0,1,0,0,0,0,15,3,3,0,3,4,0.16,5.4,,0,0,0,21,0,3,,,
mootyja01,1936,1,CIN,NL,0,0,8,0,0,0,1,41,10,6,0,4,11,0.2,3.95,,2,0,0,53,6,6,,,
mulcahu01,1936,1,PHI,NL,1,1,3,2,2,0,0,68,20,8,0,12,2,0.23,3.18,,0,2,0,100,0,8,,,
mungova01,1936,1,BRO,NL,18,19,45,37,22,2,3,935,275,116,8,118,238,0.23,3.35,,10,3,0,1313,8,137,,,
munnsle01,1936,1,SLN,NL,0,3,7,1,0,0,1,72,23,8,2,12,4,0.24,3,,2,0,0,109,5,18,,,
murphjo04,1936,1,NYA,AL,9,3,27,5,2,0,5,264,90,33,5,36,34,0.26,3.38,,1,1,0,382,12,38,,,
murraam01,1936,1,BSN,NL,0,0,4,1,0,0,0,33,15,5,1,3,2,0.31,4.09,,0,0,0,51,1,5,,,
naktepe01,1936,1,PHA,AL,0,1,7,1,0,0,0,56,24,26,2,27,18,0.32,12.54,,2,2,0,104,3,26,,,
nelsoem01,1936,1,CIN,NL,1,0,6,1,0,0,0,51,24,6,1,4,3,0.33,3.18,,0,1,0,78,3,8,,,
newsobo01,1936,1,WS1,AL,17,15,43,38,24,4,2,857,294,137,13,146,156,0.26,4.32,,8,3,1,1258,3,160,,,
olsonte01,1936,1,BOS,AL,1,1,5,3,1,0,0,55,24,15,3,8,5,0.32,7.36,,2,0,0,85,1,16,,,
osborwa01,1936,1,BSN,NL,1,1,5,3,0,0,0,60,31,13,1,9,8,0.35,5.85,,0,0,0,98,1,13,,,
osterfr01,1936,1,BOS,AL,10,16,43,23,7,1,2,542,210,98,8,84,90,0.28,4.88,,8,3,0,826,14,115,,,
parmero01,1936,1,SLN,NL,11,11,37,28,9,0,2,663,226,112,13,107,79,0.27,4.56,,8,10,0,971,6,125,,,
passecl01,1936,1,PHI,NL,11,15,49,21,8,2,3,652,247,84,7,55,85,0.28,3.48,,1,4,0,955,22,118,,,
pearsmo01,1936,1,NYA,AL,19,7,33,31,15,1,1,669,191,92,13,135,118,0.23,3.71,,6,3,0,965,2,99,,,
pezzupr01,1936,1,PHI,NL,0,0,1,0,0,0,0,6,1,1,0,6,0,0.16,4.5,,0,0,0,12,0,1,,,
phebubi01,1936,1,WS1,AL,0,0,2,1,0,0,0,22,4,2,1,4,4,0.11,2.45,,0,1,0,40,0,6,,,
phelpra01,1936,1,CHA,AL,4,6,15,4,2,0,0,206,91,46,9,42,17,0.33,6.03,,2,2,0,326,6,54,,,
phillre01,1936,1,DET,AL,2,4,22,6,3,0,0,262,124,63,12,22,15,0.33,6.49,,1,0,0,399,11,67,,,
pippeco01,1936,1,SLN,NL,0,2,6,3,0,0,0,63,37,18,5,8,8,0.4,7.71,,1,2,0,105,0,18,,,
poindje01,1936,1,BOS,AL,0,2,3,3,0,0,0,32,13,8,0,16,2,0.3,6.75,,3,0,0,60,0,11,,,
pottene01,1936,1,SLN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,,0,0,0,3,1,0,,,
reisbo01,1936,1,BSN,NL,6,5,35,5,3,0,0,416,152,69,7,74,25,0.28,4.48,,3,5,0,637,24,77,,,
rhemfl01,1936,1,SLN,NL,2,1,10,4,0,0,0,80,49,20,2,9,7,0.4,6.75,,0,0,0,133,3,26,,,
rhodego01,1936,1,PHA,AL,9,20,35,28,13,1,1,649,266,138,26,102,61,0.3,5.74,,3,2,0,997,4,162,,,
rootch01,1936,1,CHN,NL,3,6,33,4,0,0,1,221,81,34,3,20,32,0.28,4.15,,0,2,0,315,15,34,,,
rossbu02,1936,1,PHA,AL,9,14,30,27,12,1,0,602,253,130,17,83,47,0.3,5.83,,10,0,0,927,1,146,,,
rowesc01,1936,1,DET,AL,19,10,41,35,19,4,3,736,266,123,15,64,115,0.27,4.51,,5,2,1,1046,5,134,,,
ruffire01,1936,1,NYA,AL,20,12,33,33,25,3,0,813,274,116,22,90,102,0.26,3.85,,7,3,0,1151,0,133,,,
russeja01,1936,1,WS1,AL,3,2,18,5,1,0,3,149,66,35,3,25,6,0.31,6.34,,2,0,0,238,8,46,,,
russeja01,1936,2,BOS,AL,0,3,23,2,0,0,0,120,57,25,2,16,9,0.34,5.63,,1,0,0,187,7,27,,,
rybami01,1936,1,SLN,NL,5,1,14,0,0,0,0,135,55,27,3,16,25,0.29,5.4,,1,2,0,211,9,33,,,
schotge01,1936,1,CIN,NL,11,11,31,22,8,0,1,540,184,76,7,73,65,0.26,3.8,,4,4,0,797,7,93,,,
schumha02,1936,1,NY1,NL,11,13,35,30,9,3,1,646,234,83,15,69,75,0.28,3.47,,9,1,0,922,5,103,,,
shorebi01,1936,1,CHA,AL,0,0,9,0,0,0,0,51,26,18,1,8,5,0.35,9.53,,0,0,0,84,7,18,,,
shouncl01,1936,1,CHN,NL,0,0,4,0,0,0,0,13,3,6,0,6,1,0.2,12.46,,1,0,0,21,1,6,,,
sivespe01,1936,1,PHI,NL,3,4,17,6,2,0,0,195,84,33,6,36,22,0.31,4.57,,1,1,1,314,7,40,,,
smithal03,1936,1,NY1,NL,14,13,43,30,9,4,2,628,217,88,16,69,89,0.27,3.78,,4,4,0,871,10,116,,,
smithbo02,1936,1,BSN,NL,6,7,35,11,5,2,8,408,142,57,3,35,36,0.26,3.77,,0,1,0,582,20,65,,,
smithed04,1936,1,PHA,AL,1,1,2,2,2,0,0,57,22,4,3,8,7,0.27,1.89,,0,0,0,88,0,10,,,
sorrevi01,1936,1,DET,AL,6,7,30,14,5,1,3,394,153,77,9,64,37,0.29,5.28,,2,2,0,596,10,86,,,
stinele01,1936,1,CIN,NL,3,8,40,13,5,1,2,365,157,68,6,41,26,0.31,5.03,,3,8,1,559,17,79,,,
stratmo01,1936,1,CHA,AL,5,7,16,14,3,0,0,285,117,55,8,46,37,0.3,5.21,,3,1,0,434,2,66,,,
sullijo05,1936,1,DET,AL,2,5,26,4,1,0,1,239,111,60,4,40,32,0.33,6.78,,3,2,0,382,12,70,,,
sundrst01,1936,1,NYA,AL,0,0,1,0,0,0,0,6,2,0,0,2,1,0.28,0,,0,0,0,9,1,0,,,
swiftbi01,1936,1,PIT,NL,16,16,45,31,17,0,2,787,275,117,18,63,92,0.26,4.01,,3,5,0,1123,13,132,,,
thomato02,1936,1,SLA,AL,11,9,36,21,8,1,0,539,219,105,25,72,40,0.29,5.26,,4,4,1,824,7,132,,,
tietjle01,1936,1,CHA,AL,0,0,2,0,0,0,0,7,6,7,0,5,3,0.46,27,,1,0,0,18,1,7,,,
tietjle01,1936,2,SLA,AL,3,5,14,7,2,0,0,151,65,37,2,30,16,0.31,6.62,,3,2,0,247,3,44,,,
tisinja01,1936,1,PIT,NL,1,3,10,6,1,0,0,141,52,22,5,24,27,0.27,4.21,,0,0,0,219,0,26,,,
turbege01,1936,1,PHA,AL,2,5,12,6,2,0,0,131,42,31,6,32,10,0.25,6.39,,5,6,0,202,6,36,,,
uhlege01,1936,1,CLE,AL,0,1,7,0,0,0,0,38,26,12,2,5,5,0.41,8.53,,0,0,0,67,5,12,,,
upchuwo01,1936,1,PHA,AL,0,2,7,2,1,0,0,67,36,24,7,14,6,0.35,9.67,,1,0,0,116,4,27,,,
vanatru01,1936,1,SLA,AL,4,7,52,9,2,0,2,368,164,90,9,68,59,0.32,6.6,,3,2,0,591,20,101,,,
wadeja01,1936,1,DET,AL,4,5,13,11,4,1,0,235,93,46,7,52,30,0.29,5.29,,4,1,0,371,2,60,,,
