Name,Tm,Age,IP,W,L,SV,H,R,ER,HR,BB,K,ERA,FIP,WHIP,K/BB,WAR
"<a href=""https://www.baseball-reference.com/players/b/blackdo01.shtml"">Don Black</a>",CLE,30,572,10,12,0,177,90,83,17,85,72,3.918,4.280,1.374,0.85,-0.41
"<a href=""https://www.baseball-reference.com/players/b/blackew01.shtml"">E. Blackwell</a>",CIN,24,819,22,8,0,227,91,75,10,95,193,2.473,2.560,1.179,2.03,9.39
"<a href=""https://www.baseball-reference.com/players/b/bonhati01.shtml"">Tiny Bonham</a>",PIT,33,449,11,8,3,167,67,64,17,35,63,3.849,3.752,1.350,1.80,2.76
"<a href=""https://www.baseball-reference.com/players/b/borowha01.shtml"">Hank Borowy</a>",CHN,31,549,8,12,2,190,99,89,19,63,75,4.377,4.032,1.383,1.19,0.00
"<a href=""https://www.baseball-reference.com/players/b/brancra01.shtml"">Ralph Branca</a>",BRO,21,840,21,12,1,251,100,83,22,98,148,2.668,3.466,1.246,1.51,6.92
"<a href=""https://www.baseball-reference.com/players/b/brazlal01.shtml"">Al Brazle</a>",SLN,33,504,14,8,4,186,65,53,7,48,85,2.839,2.836,1.393,1.77,3.65
"<a href=""https://www.baseball-reference.com/players/b/brechha01.shtml"">H. Brecheen</a>",SLN,32,670,16,11,1,220,92,82,20,66,89,3.304,3.727,1.281,1.35,4.47
"<a href=""https://www.baseball-reference.com/players/b/brisslo01.shtml"">Lou Brissie</a>",PHA,23,21,0,1,0,9,5,5,1,5,4,6.429,5.185,2.000,0.80,0.00
"<a href=""https://www.baseball-reference.com/players/b/brownwa01.shtml"">Walter Brown</a>",SLA,32,138,1,0,0,50,27,25,3,28,10,4.891,4.822,1.696,0.36,0.18
"<a href=""https://www.baseball-reference.com/players/b/budnimi01.shtml"">Mike Budnick</a>",NY1,27,36,0,0,0,16,16,14,0,10,6,10.500,3.810,2.167,0.60,-0.74
"<a href=""https://www.baseball-reference.com/players/b/burkhke01.shtml"">Ken Burkhart</a>",SLN,30,285,3,6,1,108,55,55,13,23,44,5.211,3.933,1.379,1.91,0.00
"<a href=""https://www.baseball-reference.com/players/b/butlabi01.shtml"">Bill Butland</a>",BOS,29,6,0,0,0,3,1,1,0,0,1,4.500,1.651,1.500,&infin;,0.04
"<a href=""https://www.baseball-reference.com/players/b/byrneto01.shtml"">Tommy Byrne</a>",NYA,27,13,0,0,0,5,2,2,0,6,2,4.154,5.620,2.538,0.33,0.02
"<a href=""https://www.baseball-reference.com/players/c/caldwea01.shtml"">E. Caldwell</a>",CHA,42,163,1,4,8,53,23,22,4,30,22,3.644,4.268,1.528,0.73,0.00
"<a href=""https://www.baseball-reference.com/players/c/candimi01.shtml"">Milo Candini</a>",WS1,29,261,3,4,1,96,53,50,5,35,31,5.172,3.664,1.506,0.89,-0.16
"<a href=""https://www.baseball-reference.com/players/c/carpebo01.shtml"">B. Carpenter</a>",2,29,31,0,1,0,15,10,8,1,7,1,6.968,5.336,2.129,0.14,-0.14
"<a href=""https://www.baseball-reference.com/players/c/carysc01.shtml"">Scott Cary</a>",WS1,24,164,3,1,0,73,38,36,5,20,25,5.927,3.672,1.701,1.25,-0.56
"<a href=""https://www.baseball-reference.com/players/c/caseyhu01.shtml"">Hugh Casey</a>",BRO,33,230,10,4,18,75,36,34,7,29,40,3.991,3.704,1.357,1.38,0.00
"<a href=""https://www.baseball-reference.com/players/c/chanded01.shtml"">Ed Chandler</a>",BRO,30,89,0,1,1,31,23,21,7,12,8,6.371,6.309,1.449,0.67,-0.50
"<a href=""https://www.baseball-reference.com/players/c/chandsp01.shtml"">S. Chandler</a>",NYA,39,384,9,5,0,100,41,35,4,41,68,2.461,2.806,1.102,1.66,2.51
"<a href=""https://www.baseball-reference.com/players/c/chipmbo01.shtml"">Bob Chipman</a>",CHN,28,404,7,6,0,135,58,55,6,66,51,3.676,3.800,1.493,0.77,2.60
"<a href=""https://www.baseball-reference.com/players/c/chrisru01.shtml"">R. Christopher</a>",PHA,29,242,10,7,12,70,30,26,4,33,33,2.901,3.587,1.277,1.00,1.36
"<a href=""https://www.baseball-reference.com/players/c/colemjo04.shtml"">Joe Coleman</a>",PHA,24,481,6,12,1,171,84,77,17,62,65,4.322,4.224,1.453,1.05,0.28
"<a href=""https://www.baseball-reference.com/players/c/coopemo01.shtml"">Mort Cooper</a>",2,34,250,3,10,0,99,58,50,9,26,27,5.400,4.056,1.500,1.04,-0.80
"<a href=""https://www.baseball-reference.com/players/d/dealco01.shtml"">Cot Deal</a>",BOS,24,38,0,1,0,20,13,13,0,7,6,9.237,3.108,2.132,0.86,-0.52
"<a href=""https://www.baseball-reference.com/players/d/deandi01.shtml"">Dizzy Dean</a>",SLA,37,12,0,0,0,3,0,0,0,1,0,.000,3.403,1.000,0.00,0.27
"<a href=""https://www.baseball-reference.com/players/d/dicksmu01.shtml"">M. Dickson</a>",SLN,30,695,13,16,3,211,101,79,16,88,111,3.069,3.564,1.291,1.26,4.39
"<a href=""https://www.baseball-reference.com/players/d/dietrbi01.shtml"">B. Dietrich</a>",PHA,37,182,5,2,0,48,24,21,0,40,18,3.115,3.874,1.451,0.45,0.77
"<a href=""https://www.baseball-reference.com/players/d/dobsojo01.shtml"">Joe Dobson</a>",BOS,30,686,18,8,1,203,84,75,15,73,110,2.952,3.349,1.207,1.51,4.58
"<a href=""https://www.baseball-reference.com/players/d/dockige01.shtml"">G. Dockins</a>",BRO,30,16,0,0,0,10,7,7,2,2,1,11.812,7.349,2.250,0.50,-0.17
"<a href=""https://www.baseball-reference.com/players/d/donnebl01.shtml"">B. Donnelly</a>",PHI,33,362,4,6,5,113,44,40,6,46,31,2.983,3.787,1.318,0.67,3.34
"<a href=""https://www.baseball-reference.com/players/d/dorisha01.shtml"">Fritz Dorish</a>",BOS,25,408,7,8,2,149,80,71,6,54,50,4.699,3.487,1.493,0.93,0.00
"<a href=""https://www.baseball-reference.com/players/d/dorseca01.shtml"">Cal Dorsett</a>",CLE,34,4,0,0,0,3,4,4,1,3,1,27.000,17.305,4.500,0.33,-0.38
"<a href=""https://www.baseball-reference.com/players/d/doziebu01.shtml"">Buzz Dozier</a>",WS1,18,14,0,0,0,2,0,0,0,1,2,.000,2.244,.643,2.00,0.16
"<a href=""https://www.baseball-reference.com/players/d/drewska01.shtml"">Karl Drews</a>",NYA,27,275,6,6,1,92,57,50,6,55,45,4.909,3.987,1.604,0.82,0.00
"<a href=""https://www.baseball-reference.com/players/e/elliogl01.shtml"">G. Elliott</a>",BSN,27,57,0,1,1,18,10,10,4,11,8,4.737,6.517,1.526,0.73,0.13
"<a href=""https://www.baseball-reference.com/players/e/embrere01.shtml"">Red Embree</a>",CLE,29,488,8,10,0,137,65,57,13,67,56,3.154,4.150,1.254,0.84,0.95
"<a href=""https://www.baseball-reference.com/players/e/erauted01.shtml"">Eddie Erautt</a>",CIN,22,357,4,9,0,146,78,67,5,53,43,5.067,3.557,1.672,0.81,0.01
"<a href=""https://www.baseball-reference.com/players/e/erickpa01.shtml"">P. Erickson</a>",CHN,31,522,7,12,1,179,90,84,17,93,82,4.345,4.327,1.563,0.88,1.88
"<a href=""https://www.baseball-reference.com/players/f/fannicl01.shtml"">Cliff Fannin</a>",SLA,23,437,6,8,1,134,70,58,10,77,77,3.584,3.896,1.449,1.00,1.50
"<a href=""https://www.baseball-reference.com/players/f/fellebo01.shtml"">Bob Feller</a>",CLE,28,897,20,11,3,230,97,89,17,127,196,2.679,3.184,1.194,1.54,4.94
"<a href=""https://www.baseball-reference.com/players/f/ferrida01.shtml"">Dave Ferriss</a>",BOS,25,655,12,11,0,241,106,98,14,92,64,4.040,3.904,1.525,0.70,1.74
"<a href=""https://www.baseball-reference.com/players/f/ferrito01.shtml"">Tom Ferrick</a>",WS1,32,180,1,7,9,57,24,21,1,20,23,3.150,2.942,1.283,1.15,0.00
"<a href=""https://www.baseball-reference.com/players/f/fineto01.shtml"">Tommy Fine</a>",BOS,32,108,1,2,0,41,24,22,0,19,10,5.500,3.381,1.667,0.53,-0.37
"<a href=""https://www.baseball-reference.com/players/f/floreje01.shtml"">Jesse Flores</a>",PHA,32,454,4,13,0,139,72,57,10,59,41,3.390,4.030,1.308,0.69,0.27
"<a href=""https://www.baseball-reference.com/players/f/fowledi01.shtml"">Dick Fowler</a>",PHA,26,682,12,11,0,210,77,71,12,85,75,2.811,3.640,1.298,0.88,4.38
"<a href=""https://www.baseball-reference.com/players/g/gableke01.shtml"">Ken Gables</a>",PIT,28,1,0,0,0,3,2,2,1,0,0,54.000,19.536,9.000,&infin;,-0.12
"<a href=""https://www.baseball-reference.com/players/g/galehde01.shtml"">D. Galehouse</a>",2,35,544,12,10,1,192,86,77,10,50,49,3.822,3.477,1.335,0.98,-0.62
"<a href=""https://www.baseball-reference.com/players/g/gebripe01.shtml"">Pete Gebrian</a>",CHA,23,199,2,3,5,61,40,33,7,33,17,4.477,4.843,1.417,0.52,-0.40
"<a href=""https://www.baseball-reference.com/players/g/gentrru01.shtml"">Rufe Gentry</a>",DET,29,1,0,0,0,1,3,3,0,2,0,81.000,14.293,9.000,0.00,-0.13
"<a href=""https://www.baseball-reference.com/players/g/getteal01.shtml"">Al Gettel</a>",CLE,29,447,11,10,0,122,54,53,12,62,64,3.201,3.951,1.235,1.03,0.00
"<a href=""https://www.baseball-reference.com/players/g/gillebo01.shtml"">B. Gillespie</a>",CHA,27,354,5,8,0,133,71,62,4,53,36,4.729,3.607,1.576,0.68,-1.09
"<a href=""https://www.baseball-reference.com/players/g/gorsijo01.shtml"">J. Gorsica</a>",DET,32,173,2,0,1,44,27,24,5,26,20,3.746,4.268,1.214,0.77,0.55
"<a href=""https://www.baseball-reference.com/players/g/greggha01.shtml"">Hal Gregg</a>",BRO,25,313,4,5,1,115,79,68,6,55,59,5.866,3.507,1.629,1.07,-1.55
"<a href=""https://www.baseball-reference.com/players/g/grodzjo01.shtml"">J. Grodzicki</a>",SLN,30,70,0,1,0,21,17,14,5,19,8,5.400,7.372,1.714,0.42,-0.09
"<a href=""https://www.baseball-reference.com/players/g/gromest01.shtml"">Steve Gromek</a>",CLE,27,253,3,5,4,77,43,35,8,36,39,3.735,4.038,1.340,1.08,-0.41
"<a href=""https://www.baseball-reference.com/players/g/grother02.shtml"">Ernest Groth</a>",CLE,25,4,0,0,0,0,0,0,0,1,1,.000,3.684,.750,1.00,0.05
"<a href=""https://www.baseball-reference.com/players/g/groveor01.shtml"">Orval Grove</a>",CHA,27,407,6,8,0,158,78,67,10,70,33,4.445,4.386,1.681,0.47,-0.59
"<a href=""https://www.baseball-reference.com/players/g/gumbeha01.shtml"">H. Gumbert</a>",CIN,37,271,10,10,10,88,42,39,3,47,43,3.886,3.527,1.494,0.91,2.17
"<a href=""https://www.baseball-reference.com/players/g/gumpera01.shtml"">R. Gumpert</a>",NYA,29,169,4,1,0,71,36,34,4,28,25,5.432,3.943,1.757,0.89,0.00
"<a href=""https://www.baseball-reference.com/players/h/haefnmi01.shtml"">M. Haefner</a>",WS1,34,579,10,14,1,195,86,78,8,85,77,3.637,3.489,1.451,0.91,0.00
"<a href=""https://www.baseball-reference.com/players/h/hamnera01.shtml"">Ralph Hamner</a>",CHN,30,75,1,2,0,24,10,7,0,16,14,2.520,3.296,1.600,0.88,0.48
"<a href=""https://www.baseball-reference.com/players/h/hansean01.shtml"">Andy Hansen</a>",NY1,22,247,1,5,0,78,45,40,8,38,18,4.372,4.750,1.409,0.47,0.52
"<a href=""https://www.baseball-reference.com/players/h/hardeme01.shtml"">Mel Harder</a>",CLE,37,240,6,4,0,91,41,40,3,27,17,4.500,3.509,1.475,0.63,-0.56
"<a href=""https://www.baseball-reference.com/players/h/harriea01.shtml"">Earl Harrist</a>",CHA,28,281,3,8,5,85,48,37,3,49,55,3.555,3.212,1.431,1.12,0.08
"<a href=""https://www.baseball-reference.com/players/h/harrilu01.shtml"">Lum Harris</a>",WS1,32,19,0,0,0,7,2,2,0,7,2,2.842,5.007,2.211,0.29,0.15
"<a href=""https://www.baseball-reference.com/players/h/harrimi01.shtml"">M. Harris</a>",BOS,30,155,5,4,0,42,20,14,3,23,35,2.439,3.247,1.258,1.52,0.00
"<a href=""https://www.baseball-reference.com/players/h/hartucl01.shtml"">C. Hartung</a>",NY1,24,414,9,7,0,140,76,70,15,69,54,4.565,4.598,1.514,0.78,0.73
"<a href=""https://www.baseball-reference.com/players/h/hattejo01.shtml"">Joe Hatten</a>",BRO,30,676,17,8,0,211,95,91,9,105,76,3.635,3.690,1.402,0.72,2.96
"<a href=""https://www.baseball-reference.com/players/h/haugsph01.shtml"">P. Haugstad</a>",BRO,23,38,1,0,0,14,4,4,1,4,4,2.842,3.882,1.421,1.00,0.35
"<a href=""https://www.baseball-reference.com/players/h/haynejo01.shtml"">Joe Haynes</a>",CHA,29,546,14,6,0,174,65,49,5,61,50,2.423,3.277,1.291,0.82,3.95
"<a href=""https://www.baseball-reference.com/players/h/hearnji01.shtml"">Jim Hearn</a>",SLN,26,486,12,7,1,151,67,58,9,63,57,3.222,3.684,1.321,0.90,0.00
"<a href=""https://www.baseball-reference.com/players/h/heintke01.shtml"">K. Heintzelman</a>",2,31,420,7,10,1,153,83,70,14,52,57,4.500,4.058,1.464,1.10,-0.47
"<a href=""https://www.baseball-reference.com/players/h/herriar01.shtml"">Art Herring</a>",PIT,41,32,1,3,2,18,11,10,3,4,6,8.438,5.572,2.062,1.50,-0.67
"<a href=""https://www.baseball-reference.com/players/h/hetkijo01.shtml"">Johnny Hetki</a>",CIN,25,288,3,4,0,110,72,62,7,48,33,5.812,4.160,1.646,0.69,-0.59
"<a href=""https://www.baseball-reference.com/players/h/higbeki01.shtml"">Kirby Higbe</a>",2,32,722,13,17,5,222,117,102,22,122,109,3.814,4.267,1.429,0.89,0.00
"<a href=""https://www.baseball-reference.com/players/h/hoersle01.shtml"">Lefty Hoerst</a>",PHI,29,34,1,1,0,19,12,10,1,3,0,7.941,4.160,1.941,0.00,-0.40
"<a href=""https://www.baseball-reference.com/players/h/houttar01.shtml"">A. Houtteman</a>",DET,19,332,7,2,0,106,51,42,6,36,58,3.416,3.089,1.283,1.61,0.00
"<a href=""https://www.baseball-reference.com/players/h/howarle01.shtml"">Lee Howard</a>",PIT,23,8,0,0,0,4,1,1,1,0,2,3.375,5.541,1.500,&infin;,0.06
"<a href=""https://www.baseball-reference.com/players/h/hudsosi01.shtml"">Sid Hudson</a>",WS1,32,318,6,9,0,113,66,66,8,58,37,5.604,4.367,1.613,0.64,0.00
"<a href=""https://www.baseball-reference.com/players/h/hugheto04.shtml"">Tommy Hughes</a>",PHI,27,381,4,11,1,121,52,49,5,59,44,3.472,3.788,1.417,0.75,2.71
"<a href=""https://www.baseball-reference.com/players/h/hughste01.shtml"">Tex Hughson</a>",BOS,31,568,12,11,0,173,86,70,17,71,119,3.327,3.499,1.289,1.68,2.27
"<a href=""https://www.baseball-reference.com/players/h/hutchfr01.shtml"">F. Hutchinson</a>",DET,27,659,18,10,2,211,84,74,14,61,113,3.032,3.098,1.238,1.85,3.92
"<a href=""https://www.baseball-reference.com/players/i/iottho01.shtml"">Hooks Iott</a>",2,27,239,3,9,0,82,66,62,7,66,52,7.004,4.704,1.858,0.79,-0.54
"<a href=""https://www.baseball-reference.com/players/j/jansela01.shtml"">Larry Jansen</a>",NY1,26,744,21,5,1,241,102,87,23,57,104,3.157,3.584,1.202,1.82,5.06
"<a href=""https://www.baseball-reference.com/players/j/johnsdo03.shtml"">Don Johnson</a>",NYA,20,163,4,3,0,57,26,22,2,23,16,3.644,3.583,1.472,0.70,-0.05
"<a href=""https://www.baseball-reference.com/players/j/johnsea01.shtml"">Earl Johnson</a>",BOS,28,427,12,11,8,129,63,47,7,62,65,2.972,3.513,1.342,1.05,1.76
"<a href=""https://www.baseball-reference.com/players/j/johnske01.shtml"">Ken Johnson</a>",SLN,24,30,1,0,0,2,1,0,0,5,8,.000,2.040,.700,1.60,0.00
"<a href=""https://www.baseball-reference.com/players/j/johnssi01.shtml"">Si Johnson</a>",BSN,40,338,6,8,2,124,57,53,7,34,27,4.234,3.660,1.402,0.79,0.97
"<a href=""https://www.baseball-reference.com/players/j/jonessh01.shtml"">S. Jones</a>",NY1,25,167,2,2,0,51,27,24,2,29,24,3.880,3.528,1.437,0.83,0.58
"<a href=""https://www.baseball-reference.com/players/j/juddos01.shtml"">Oscar Judd</a>",PHI,39,440,4,15,0,155,86,75,6,69,54,4.602,3.639,1.527,0.78,0.80
"<a href=""https://www.baseball-reference.com/players/j/jurisal01.shtml"">Al Jurisich</a>",PHI,25,355,1,7,3,110,69,65,15,52,48,4.944,4.775,1.369,0.92,0.24
"<a href=""https://www.baseball-reference.com/players/k/karlan01.shtml"">Andy Karl</a>",BSN,33,105,2,3,3,41,18,15,2,13,5,3.857,4.115,1.543,0.38,0.35
"<a href=""https://www.baseball-reference.com/players/k/kennebi01.shtml"">Bill Kennedy</a>",WS1,28,20,0,0,0,10,8,6,1,5,1,8.100,6.107,2.250,0.20,-0.35
"<a href=""https://www.baseball-reference.com/players/k/kennemo01.shtml"">M. Kennedy</a>",NY1,25,445,9,12,0,158,90,80,8,88,60,4.854,4.046,1.658,0.68,-0.11
"<a href=""https://www.baseball-reference.com/players/k/kindeel01.shtml"">Ellis Kinder</a>",SLA,32,583,8,15,1,201,105,97,11,82,110,4.492,3.338,1.456,1.34,0.00
"<a href=""https://www.baseball-reference.com/players/k/kingcl01.shtml"">Clyde King</a>",BRO,23,263,6,5,0,85,34,27,11,29,31,2.772,4.447,1.300,1.07,1.84
"<a href=""https://www.baseball-reference.com/players/k/kliemed01.shtml"">Ed Klieman</a>",CLE,29,276,5,4,17,78,32,31,5,39,21,3.033,4.025,1.272,0.54,0.00
"<a href=""https://www.baseball-reference.com/players/k/klingbo01.shtml"">Bob Klinger</a>",BOS,39,126,1,1,5,42,20,18,5,24,12,3.857,5.075,1.571,0.50,0.24
"<a href=""https://www.baseball-reference.com/players/k/knerrlo01.shtml"">Lou Knerr</a>",WS1,25,27,0,0,0,17,13,11,1,8,5,11.000,4.827,2.778,0.62,-0.46
"<a href=""https://www.baseball-reference.com/players/k/koechdi01.shtml"">Dick Koecher</a>",PHI,21,51,0,2,0,20,12,9,1,10,4,4.765,4.340,1.765,0.40,-0.07
"<a href=""https://www.baseball-reference.com/players/k/kosloda01.shtml"">Dave Koslo</a>",NY1,27,652,15,10,0,223,118,106,23,82,86,4.390,4.129,1.403,1.05,1.24
"<a href=""https://www.baseball-reference.com/players/k/krameja01.shtml"">Jack Kramer</a>",SLA,29,598,11,16,1,206,123,110,16,89,77,4.967,4.076,1.480,0.87,-0.37
"<a href=""https://www.baseball-reference.com/players/k/kushem01.shtml"">Emil Kush</a>",CHN,30,273,8,3,5,80,38,34,8,53,44,3.363,4.429,1.462,0.83,1.75
"<a href=""https://www.baseball-reference.com/players/k/kuzavbo01.shtml"">Bob Kuzava</a>",CLE,24,65,1,1,0,22,10,10,1,9,9,4.154,3.367,1.431,1.00,0.00
"<a href=""https://www.baseball-reference.com/players/l/ladedo01.shtml"">Doyle Lade</a>",CHN,26,562,11,10,0,202,105,82,15,79,62,3.940,4.095,1.500,0.78,0.95
"<a href=""https://www.baseball-reference.com/players/l/lambecl01.shtml"">C. Lambert</a>",CIN,30,17,0,0,0,12,10,10,3,6,1,15.882,11.393,3.176,0.17,-0.43
"<a href=""https://www.baseball-reference.com/players/l/lanfrwa01.shtml"">W. Lanfranconi</a>",BSN,30,192,4,4,1,65,23,21,2,27,18,2.953,3.624,1.438,0.67,1.51
"<a href=""https://www.baseball-reference.com/players/l/lannijo01.shtml"">J. Lanning</a>",BSN,36,11,0,0,0,4,5,4,0,6,0,9.818,8.395,2.727,0.00,-0.15
"<a href=""https://www.baseball-reference.com/players/l/leebi02.shtml"">Bill Lee</a>",CHN,37,72,0,2,0,26,16,12,2,14,9,4.500,4.312,1.667,0.64,-0.04
"<a href=""https://www.baseball-reference.com/players/l/leeth01.shtml"">Thornton Lee</a>",CHA,40,260,3,7,1,86,50,43,5,56,57,4.465,3.770,1.638,1.02,-0.28
"<a href=""https://www.baseball-reference.com/players/l/lemonbo01.shtml"">Bob Lemon</a>",CLE,26,502,11,5,3,150,68,64,7,97,65,3.442,3.977,1.476,0.67,1.06
"<a href=""https://www.baseball-reference.com/players/l/leonadu02.shtml"">D. Leonard</a>",PHI,38,705,17,12,0,224,86,70,14,57,103,2.681,3.111,1.196,1.81,6.71
"<a href=""https://www.baseball-reference.com/players/l/lindely01.shtml"">Lyman Linde</a>",CLE,26,2,0,0,0,3,2,2,0,1,0,27.000,4.855,6.000,0.00,-0.11
"<a href=""https://www.baseball-reference.com/players/l/livelbu01.shtml"">Buddy Lively</a>",CIN,22,369,4,7,0,126,75,64,16,63,52,4.683,4.847,1.537,0.83,0.59
"<a href=""https://www.baseball-reference.com/players/l/lombavi01.shtml"">Vic Lombardi</a>",BRO,24,524,12,11,3,156,73,58,12,65,72,2.989,3.677,1.265,1.11,3.10
"<a href=""https://www.baseball-reference.com/players/l/lopated01.shtml"">Eddie Lopat</a>",CHA,29,758,16,13,0,241,88,79,17,73,109,2.814,3.355,1.243,1.49,0.00
"<a href=""https://www.baseball-reference.com/players/l/lyonsal01.shtml"">Al Lyons</a>",2,28,118,2,2,0,54,35,34,6,21,23,7.780,4.610,1.907,1.10,-1.10
"<a href=""https://www.baseball-reference.com/players/m/maconma01.shtml"">Max Macon</a>",BSN,31,6,0,0,0,1,0,0,0,1,1,.000,3.119,1.000,1.00,0.08
"<a href=""https://www.baseball-reference.com/players/m/mallobo01.shtml"">Bob Malloy</a>",CIN,29,3,0,0,0,3,2,2,1,0,1,18.000,12.530,3.000,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/m/maltzgo01.shtml"">G. Maltzberger</a>",CHA,34,191,1,4,5,61,26,24,4,25,22,3.393,3.765,1.351,0.88,1.14
"<a href=""https://www.baseball-reference.com/players/m/marchph01.shtml"">P. Marchildon</a>",PHA,33,830,19,9,0,228,110,99,15,141,128,3.220,3.775,1.334,0.91,3.36
"<a href=""https://www.baseball-reference.com/players/m/martira01.shtml"">Ray Martin</a>",BSN,22,27,1,0,0,7,1,1,0,4,2,1.000,3.432,1.222,0.50,0.51
"<a href=""https://www.baseball-reference.com/players/m/mastewa02.shtml"">W. Masterson</a>",WS1,27,759,12,16,1,215,98,88,11,97,135,3.130,3.139,1.233,1.39,0.00
"<a href=""https://www.baseball-reference.com/players/m/maunedi01.shtml"">Dick Mauney</a>",PHI,27,49,0,0,1,15,8,7,1,7,6,3.857,3.858,1.347,0.86,0.24
"<a href=""https://www.baseball-reference.com/players/m/mccahbi01.shtml"">Bill McCahan</a>",PHA,26,496,10,5,0,160,73,61,7,62,47,3.321,3.606,1.343,0.76,1.13
"<a href=""https://www.baseball-reference.com/players/m/mclisca01.shtml"">Cal McLish</a>",PIT,21,3,0,0,0,2,2,2,0,0,0,18.000,.137,2.000,&infin;,-0.06
"<a href=""https://www.baseball-reference.com/players/m/meersru01.shtml"">Russ Meers</a>",CHN,28,193,2,0,0,61,34,32,5,38,28,4.477,4.400,1.539,0.74,0.55
"<a href=""https://www.baseball-reference.com/players/m/meltoru01.shtml"">Rube Melton</a>",BRO,30,14,0,1,0,7,7,7,1,7,1,13.500,9.012,3.000,0.14,-0.47
"<a href=""https://www.baseball-reference.com/players/m/meyerru01.shtml"">Russ Meyer</a>",CHN,23,135,3,2,0,43,17,17,4,14,22,3.400,3.565,1.267,1.57,1.12
"<a href=""https://www.baseball-reference.com/players/m/milleox01.shtml"">Ox Miller</a>",CHN,32,48,1,2,0,31,18,18,2,5,7,10.125,3.854,2.250,1.40,-0.66
"<a href=""https://www.baseball-reference.com/players/m/mouldgl01.shtml"">Glen Moulder</a>",SLA,29,219,4,2,2,78,37,31,4,43,23,3.822,4.332,1.658,0.53,0.68
"<a href=""https://www.baseball-reference.com/players/m/mulcahu01.shtml"">Hugh Mulcahy</a>",PIT,33,20,0,0,0,8,7,3,1,7,2,4.050,7.490,2.250,0.29,-0.22
"<a href=""https://www.baseball-reference.com/players/m/mullidi01.shtml"">D. Mulligan</a>",BSN,29,6,0,0,0,4,2,2,0,1,1,9.000,2.877,2.500,1.00,-0.07
"<a href=""https://www.baseball-reference.com/players/m/muncrbo01.shtml"">Bob Muncrief</a>",SLA,31,529,8,14,0,210,108,96,14,51,74,4.900,3.476,1.480,1.45,0.00
